waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2025-10-29T10:22:11.000Z,"dikonoha mau secanggih apapun tong sampah klo SDMnya masih rendah jg percuma, semua hrs dr kesadaran diri masing2..","Diketahui, secanggih apa pun tempat sampah, jika sumber daya manusianya masih rendah, juga gratis, semua datang dari kesadaran diri sendiri.",Belanda,infipop,diketahui secanggih apa pun tempat sampah jika sumber daya manusianya masih rendah juga gratis semua datang dari kesadaran diri sendiri,diketahui secanggih apa pun tempat sampah jika sumber daya manusianya masih rendah juga gratis semua datang dari kesadaran diri sendiri,"['diketahui', 'secanggih', 'apa', 'tempat', 'sampah', 'sumber', 'daya', 'manusianya', 'rendah', 'gratis', 'semua', 'datang', 'kesadaran', 'diri', 'sendiri']","['tahu', 'canggih', 'apa', 'tempat', 'sampah', 'sumber', 'daya', 'manusia', 'rendah', 'gratis', 'semua', 'datang', 'sadar', 'diri', 'sendiri']",tahu canggih apa tempat sampah sumber daya manusia rendah gratis semua datang sadar diri sendiri,-13,negatif,FALSE,negatif
2025-10-31T15:25:00.000Z,g laku d buat bawa ke Indonesia pasti mesin sama tempat sampah d kilo,g laku d buat bawa ke Indonesia pasti mesin sama tempat sampah d kilo,Belanda,infipop,g laku d buat bawa ke indonesia pasti mesin sama tempat sampah d kilo,g laku di buat bawa ke indonesia pasti mesin sama tempat sampah di kilo,"['g', 'laku', 'buat', 'bawa', 'indonesia', 'mesin', 'sama', 'tempat', 'sampah', 'kilo']","['g', 'laku', 'buat', 'bawa', 'indonesia', 'mesin', 'sama', 'tempat', 'sampah', 'kilo']",g laku buat bawa indonesia mesin sama tempat sampah kilo,-2,negatif,FALSE,negatif
2025-10-29T10:43:34.000Z,"ngapain simpan kek gitu?
kan bisa buang di sungai 😌👍","kenapa kuenya tetap seperti itu?
Bisa dibuang ke sungai 😌👍",Belanda,infipop,kenapa kuenya tetap seperti itu bisa dibuang ke sungai,kenapa kuenya tetap seperti itu bisa dibuang ke sungai,"['kuenya', 'tetap', 'dibuang', 'sungai']","['kue', 'tetap', 'buang', 'sungai']",kue tetap buang sungai,0,netral,TRUE,netral
2025-10-29T10:38:09.000Z,di indo rakyatnya juga susah ada slokan dikit langsung buang🤣 gua yg jaga toko aja ada tempat sampah masih di buang gk jelas sma pembeli,di indo rakyatnya juga susah ada slokan dikit langsung buang🤣 gua yg jaga toko aja ada tempat sampah masih di buang gk jelas sma pembeli,Belanda,infipop,di indo rakyatnya juga susah ada slokan dikit langsung buang gua yg jaga toko aja ada tempat sampah masih di buang gk jelas sma pembeli,di indonesia rakyatnya juga susah ada slokan dikit langsung buang gua yang jaga toko saja ada tempat sampah masih di buang enggak jelas sama pembeli,"['indonesia', 'rakyatnya', 'susah', 'slokan', 'dikit', 'langsung', 'buang', 'gua', 'jaga', 'toko', 'tempat', 'sampah', 'buang', 'enggak', 'jelas', 'sama', 'pembeli']","['indonesia', 'rakyat', 'susah', 'slokan', 'dikit', 'langsung', 'buang', 'gua', 'jaga', 'toko', 'tempat', 'sampah', 'buang', 'enggak', 'jelas', 'sama', 'beli']",indonesia rakyat susah slokan dikit langsung buang gua jaga toko tempat sampah buang enggak jelas sama beli,-12,negatif,TRUE,negatif
2025-10-29T10:38:43.000Z,klo di indo lanjutin deh cape gua😹,"Kalau di Indo lanjutkan, aku yang pakai 😹",Belanda,infipop,kalau di indo lanjutkan aku yang pakai,kalau di indonesia lanjutkan aku yang pakai,"['kalau', 'indonesia', 'lanjutkan', 'aku', 'pakai']","['kalau', 'indonesia', 'lanjut', 'aku', 'pakai']",kalau indonesia lanjut aku pakai,3,positif,TRUE,positif
2025-10-29T10:56:39.000Z,Di medan ini pasti di makan rayap 😏😏,Rayap wajib dimakan di ladang ini 😏😏,Belanda,infipop,rayap wajib dimakan di ladang ini,rayap wajib dimakan di ladang ini,"['rayap', 'wajib', 'dimakan', 'ladang']","['rayap', 'wajib', 'makan', 'ladang']",rayap wajib makan ladang,-5,negatif,TRUE,negatif
2025-10-29T11:02:46.000Z,di indo cuma berapa hari uda ilang semua,di indo cuma berapa hari uda ilang semua,Belanda,infipop,di indo cuma berapa hari uda ilang semua,di indonesia cuma berapa hari sudah hilang semua,"['indonesia', 'cuma', 'berapa', 'hari', 'hilang', 'semua']","['indonesia', 'cuma', 'berapa', 'hari', 'hilang', 'semua']",indonesia cuma berapa hari hilang semua,-3,negatif,FALSE,negatif
2025-10-29T11:05:22.000Z,"indo jgn bikin kayak gini lah,, ntar yg ad dana membengkak garaw d korupsi.","indo jgn bikin kayak gini lah,, ntar yg ad dana membengkak garaw d korupsi.",Belanda,infipop,indo jgn bikin kayak gini lah ntar yg ad dana membengkak garaw d korupsi,indonesia jangan bikin kayak begini lah entar yang ada dana membengkak garaw di korupsi,"['indonesia', 'jangan', 'bikin', 'kayak', 'begini', 'lah', 'entar', 'dana', 'membengkak', 'garaw', 'korupsi']","['indonesia', 'jangan', 'bikin', 'kayak', 'begini', 'lah', 'entar', 'dana', 'bengkak', 'garaw', 'korupsi']",indonesia jangan bikin kayak begini lah entar dana bengkak garaw korupsi,-11,negatif,FALSE,negatif
2026-02-15T03:35:18.000Z,nyesal kan pisah dgn Belanda... diperintah bangsa sendiri amburadul,nyesal kan pisah dgn Belanda... diperintah bangsa sendiri amburadul,Belanda,infipop,nyesal kan pisah dgn belanda diperintah bangsa sendiri amburadul,nyesal kan pisah dengan belanda diperintah bangsa sendiri amburadul,"['nyesal', 'kan', 'pisah', 'belanda', 'diperintah', 'bangsa', 'sendiri', 'amburadul']","['nyesal', 'kan', 'pisah', 'belanda', 'perintah', 'bangsa', 'sendiri', 'amburadul']",nyesal kan pisah belanda perintah bangsa sendiri amburadul,-15,negatif,FALSE,negatif
2025-10-29T11:30:14.000Z,coba d konoha pasti ilang tu tmpt sampah nya di grogoti beca hantu😂😅,coba di konoha harus kalah tempat pembuangan sampah di becak hantu grogoti😂😅,Belanda,infipop,coba di konoha harus kalah tempat pembuangan sampah di becak hantu grogoti,coba di konoha harus kalah tempat pembuangan sampah di becak hantu grogoti,"['coba', 'konoha', 'kalah', 'tempat', 'pembuangan', 'sampah', 'becak', 'hantu', 'grogoti']","['coba', 'konoha', 'kalah', 'tempat', 'buang', 'sampah', 'becak', 'hantu', 'grogoti']",coba konoha kalah tempat buang sampah becak hantu grogoti,-14,negatif,TRUE,negatif
2025-10-29T11:33:58.000Z,"kadang suka heran ,d luar ada aja gebrakanya. lokal malah ngurusin yg gtu2 aja gk sampe kelar.
kenapa sih ya ,","kadang suka kaget, di luar cuma ada gebrakanya. lokal, bahkan mengurus hal seperti itu pun tidak akan berhasil.
kenapa ya",Belanda,infipop,kadang suka kaget di luar cuma ada gebrakanya lokal bahkan mengurus hal seperti itu pun tidak akan berhasil kenapa ya,kadang suka kaget di luar cuma ada gebrakanya lokal bahkan mengurus hal seperti itu pun tidak akan berhasil kenapa ya,"['kadang', 'suka', 'kaget', 'luar', 'cuma', 'gebrakanya', 'lokal', 'bahkan', 'mengurus', 'berhasil']","['kadang', 'suka', 'kaget', 'luar', 'cuma', 'gebrakanya', 'lokal', 'bahkan', 'urus', 'hasil']",kadang suka kaget luar cuma gebrakanya lokal bahkan urus hasil,9,positif,FALSE,positif
2025-10-29T11:39:22.000Z,di Semarang malah mobil angkut sampah sampe bolong bolong 😁,di Semarang malah mobil angkut sampah sampe bolong bolong 😁,Belanda,infipop,di semarang malah mobil angkut sampah sampe bolong bolong,di semarang malah mobil angkut sampah sampai bolong bolong,"['semarang', 'malah', 'mobil', 'angkut', 'sampah', 'bolong', 'bolong']","['semarang', 'malah', 'mobil', 'angkut', 'sampah', 'bolong', 'bolong']",semarang malah mobil angkut sampah bolong bolong,-8,negatif,TRUE,negatif
2025-10-29T12:33:35.000Z,Cocok Buat Di Medan..biar tempat sampahnya gak hilang 😂😂,Cocok Buat Di Medan..biar tempat sampahnya gak hilang 😂😂,Belanda,infipop,cocok buat di medan biar tempat sampahnya gak hilang,cocok buat di medan biar tempat sampahnya enggak hilang,"['cocok', 'buat', 'medan', 'biar', 'tempat', 'sampahnya', 'enggak', 'hilang']","['cocok', 'buat', 'medan', 'biar', 'tempat', 'sampah', 'enggak', 'hilang']",cocok buat medan biar tempat sampah enggak hilang,2,positif,TRUE,positif
2025-10-29T13:58:49.000Z,sampah di sana g sejorok sampah di indonesia,sampah di sana g sejorok sampah di indonesia,Belanda,infipop,sampah di sana g sejorok sampah di indonesia,sampah di sana g sejorok sampah di indonesia,"['sampah', 'sana', 'g', 'sejorok', 'sampah', 'indonesia']","['sampah', 'sana', 'g', 'jorok', 'sampah', 'indonesia']",sampah sana g jorok sampah indonesia,-13,negatif,FALSE,negatif
2025-10-29T15:07:35.000Z,"jangan sampai indo tau dan liat, bisa2 1M/box kayak obot itu tuh 🤣🤣","jangan sampai Indo tau dan lihat, bisa 1M/box seperti obat itu 🤣🤣",Belanda,infipop,jangan sampai indo tau dan lihat bisa m box seperti obat itu,jangan sampai indonesia tau dan lihat bisa sama box seperti obat itu,"['jangan', 'indonesia', 'tau', 'lihat', 'sama', 'box', 'obat']","['jangan', 'indonesia', 'tau', 'lihat', 'sama', 'box', 'obat']",jangan indonesia tau lihat sama box obat,-4,negatif,TRUE,negatif
2025-10-29T22:51:14.000Z,"gua tanya. tapi serius.
belanda itu negara kecil tapi kaya. ok kita pakai netral kalau alasanya soal koloni. di eropa rata rata negaranya keci tapi kenapa pada makmur? contoh kita ambil neagara yg tanpa menjajah swiss kenapa bisa kaya. apa yg salah dari indonesia yg punya segalanya ini?","gua tanya. tapi serius.
belanda itu negara kecil tapi kaya. ok kita pakai netral kalau alasanya soal koloni. di eropa rata rata negaranya keci tapi kenapa pada makmur? contoh kita ambil neagara yg tanpa menjajah swiss kenapa bisa kaya. apa yg salah dari indonesia yg punya segalanya ini?",Belanda,infipop,gua tanya tapi serius belanda itu negara kecil tapi kaya ok kita pakai netral kalau alasanya soal koloni di eropa rata rata negaranya keci tapi kenapa pada makmur contoh kita ambil neagara yg tanpa menjajah swiss kenapa bisa kaya apa yg salah dari indonesia yg punya segalanya ini,gua tanya tapi serius belanda itu negara kecil tapi kaya ok kita pakai netral kalau alasanya soal koloni di eropa rata rata negaranya keci tapi kenapa pada makmur contoh kita ambil neagara yang tanpa menjajah swiss kenapa bisa kaya apa yang salah dari indonesia yang punya segalanya ini,"['gua', 'tanya', 'serius', 'belanda', 'negara', 'kecil', 'kaya', 'pakai', 'netral', 'kalau', 'alasanya', 'soal', 'koloni', 'eropa', 'rata', 'rata', 'negaranya', 'keci', 'makmur', 'contoh', 'ambil', 'neagara', 'menjajah', 'swiss', 'kaya', 'apa', 'salah', 'indonesia', 'punya', 'segalanya']","['gua', 'tanya', 'serius', 'belanda', 'negara', 'kecil', 'kaya', 'pakai', 'netral', 'kalau', 'alasanya', 'soal', 'koloni', 'eropa', 'rata', 'rata', 'negara', 'keci', 'makmur', 'contoh', 'ambil', 'neagara', 'jajah', 'swiss', 'kaya', 'apa', 'salah', 'indonesia', 'punya', 'segala']",gua tanya serius belanda negara kecil kaya pakai netral kalau alasanya soal koloni eropa rata rata negara keci makmur contoh ambil neagara jajah swiss kaya apa salah indonesia punya segala,-15,negatif,FALSE,negatif
2025-10-29T22:59:43.000Z,di konoha jangan ikut2an lah nanti jadi ladang korupsi,di konoha jangan ikut2an lah nanti jadi ladang korupsi,Belanda,infipop,di konoha jangan ikut an lah nanti jadi ladang korupsi,di konoha jangan ikut an lah nanti jadi ladang korupsi,"['konoha', 'jangan', 'ikut', 'an', 'lah', 'jadi', 'ladang', 'korupsi']","['konoha', 'jangan', 'ikut', 'an', 'lah', 'jadi', 'ladang', 'korupsi']",konoha jangan ikut an lah jadi ladang korupsi,-7,negatif,FALSE,negatif
2025-10-29T06:35:46.000Z,siapa bilang di amsterdam jalanan masih bau pesing dan banyak sampah .,siapa bilang di amsterdam jalanan masih bau pesing dan banyak sampah .,Belanda,infipop,siapa bilang di amsterdam jalanan masih bau pesing dan banyak sampah,siapa bilang di amsterdam jalanan masih bau pesing dan banyak sampah,"['siapa', 'bilang', 'amsterdam', 'jalanan', 'bau', 'pesing', 'banyak', 'sampah']","['siapa', 'bilang', 'amsterdam', 'jalan', 'bau', 'pesing', 'banyak', 'sampah']",siapa bilang amsterdam jalan bau pesing banyak sampah,-4,negatif,FALSE,negatif
2025-10-29T06:29:37.000Z,andai duit gak dikorupsi yaa bisa bikin kyk gini mungkin lebih canggih lagi,"kalau uang tidak dikorupsi, anda bisa membuat yang seperti ini, bahkan mungkin lebih canggih lagi",Belanda,infipop,kalau uang tidak dikorupsi anda bisa membuat yang seperti ini bahkan mungkin lebih canggih lagi,kalau uang tidak dikorupsi anda bisa membuat yang seperti ini bahkan mungkin lebih canggih lagi,"['kalau', 'uang', 'dikorupsi', 'membuat', 'bahkan', 'mungkin', 'lebih', 'canggih']","['kalau', 'uang', 'korupsi', 'buat', 'bahkan', 'mungkin', 'lebih', 'canggih']",kalau uang korupsi buat bahkan mungkin lebih canggih,-4,negatif,FALSE,negatif
2025-10-29T13:41:17.000Z,Indonesian mana bisa,Indonesian mana bisa,Belanda,infipop,indonesian mana bisa,indonesian mana bisa,"['indonesian', 'mana']","['indonesian', 'mana']",indonesian mana,0,netral,FALSE,netral
2026-01-24T07:04:09.000Z,Indonesia bikin kayak itu,Indonesia bikin kayak itu,Belanda,infipop,indonesia bikin kayak itu,indonesia bikin kayak itu,"['indonesia', 'bikin', 'kayak']","['indonesia', 'bikin', 'kayak']",indonesia bikin kayak,-3,negatif,FALSE,negatif
2025-10-29T06:55:22.000Z,di indo ilang tu besi 🙃,di indo kalah besi 🙃,Belanda,infipop,di indo kalah besi,di indonesia kalah besi,"['indonesia', 'kalah', 'besi']","['indonesia', 'kalah', 'besi']",indonesia kalah besi,-4,negatif,TRUE,negatif
2025-10-29T07:33:40.000Z,klo di Indonesia itu pasti ilang di kilo sama pompa,klo di Indonesia itu pasti ilang di kilo sama pompa,Belanda,infipop,klo di indonesia itu pasti ilang di kilo sama pompa,kalo di indonesia itu pasti hilang di kilo sama pompa,"['kalo', 'indonesia', 'hilang', 'kilo', 'sama', 'pompa']","['kalo', 'indonesia', 'hilang', 'kilo', 'sama', 'pompa']",kalo indonesia hilang kilo sama pompa,6,positif,FALSE,positif
2025-10-29T08:04:00.000Z,"nampak kawan plat bk, mak lenyap besi tu kawan 🤣","Aku lihat piringnya gan, setrikanya hilang sob 🤣",Belanda,infipop,aku lihat piringnya gan setrikanya hilang sob,aku lihat piringnya gan setrikanya hilang sob,"['aku', 'lihat', 'piringnya', 'gan', 'setrikanya', 'hilang', 'sob']","['aku', 'lihat', 'piring', 'gan', 'setrika', 'hilang', 'sob']",aku lihat piring gan setrika hilang sob,10,positif,TRUE,positif
2025-10-29T08:46:58.000Z,klo di indo bakalan di incar rayap besi😂,klo di indo bakalan di incar rayap besi😂,Belanda,infipop,klo di indo bakalan di incar rayap besi,kalo di indonesia bakalan di incar rayap besi,"['kalo', 'indonesia', 'bakalan', 'incar', 'rayap', 'besi']","['kalo', 'indonesia', 'bakal', 'incar', 'rayap', 'besi']",kalo indonesia bakal incar rayap besi,0,netral,TRUE,netral
2025-10-29T08:58:28.000Z,antara kau dan besi..antara kau dan besii,antara kamu dan besi..antara kamu dan besi,Belanda,infipop,antara kamu dan besi antara kamu dan besi,antara kamu dan besi antara kamu dan besi,"['kamu', 'besi', 'kamu', 'besi']","['kamu', 'besi', 'kamu', 'besi']",kamu besi kamu besi,0,netral,FALSE,netral
2025-10-29T09:11:15.000Z,Disini masih pakai santet jadi agak susah kayak di belanda,Disini masih pakai santet jadi agak susah kayak di belanda,Belanda,infipop,disini masih pakai santet jadi agak susah kayak di belanda,disini masih pakai santet jadi agak susah kayak di belanda,"['disini', 'pakai', 'santet', 'jadi', 'susah', 'kayak', 'belanda']","['sini', 'pakai', 'santet', 'jadi', 'susah', 'kayak', 'belanda']",sini pakai santet jadi susah kayak belanda,-10,negatif,FALSE,negatif
2025-10-29T09:45:42.000Z,"kenapa dulu ni negara di jajah aja sama belanda , mungkin udah maju , gak ada yg korupsi","kenapa dulu ni negara di jajah aja sama belanda , mungkin udah maju , gak ada yg korupsi",Belanda,infipop,kenapa dulu ni negara di jajah aja sama belanda mungkin udah maju gak ada yg korupsi,kenapa dulu ni negara di jajah saja sama belanda mungkin sudah maju enggak ada yang korupsi,"['dulu', 'ni', 'negara', 'jajah', 'sama', 'belanda', 'mungkin', 'maju', 'enggak', 'korupsi']","['dulu', 'ni', 'negara', 'jajah', 'sama', 'belanda', 'mungkin', 'maju', 'enggak', 'korupsi']",dulu ni negara jajah sama belanda mungkin maju enggak korupsi,-7,negatif,FALSE,negatif
2025-10-29T10:11:36.000Z,"komentar natizen Indonesia 😅😅
.. semua dri kita dri kita yaa... jagn tuding2 pemerintah.. tpi dri kita rakyat juga. tau jaga 😅","komentar natizen Indonesia 😅😅
.. semua dri kita dri kita yaa... jagn tuding2 pemerintah.. tpi dri kita rakyat juga. tau jaga 😅",Belanda,infipop,komentar natizen indonesia semua dri kita dri kita yaa jagn tuding pemerintah tpi dri kita rakyat juga tau jaga,komentar natizen indonesia semua dari kita dari kita ya jagn tuding pemerintah tapi dari kita rakyat juga tau jaga,"['komentar', 'natizen', 'indonesia', 'semua', 'jagn', 'tuding', 'pemerintah', 'rakyat', 'tau', 'jaga']","['komentar', 'natizen', 'indonesia', 'semua', 'jagn', 'tuding', 'perintah', 'rakyat', 'tau', 'jaga']",komentar natizen indonesia semua jagn tuding perintah rakyat tau jaga,-5,negatif,TRUE,negatif
2025-10-29T07:13:07.000Z,"pejabat sering study banding keluar negri pada ngeliatin apa sih? hal yang beginian ga di liat apa ya? apa cuma liat jam tangan mahal,tas branded buat dikasih ke istri sama simpanan aja apa ya?","Pejabat sering belajar di luar negeri, apa yang mereka lihat? Hal semacam ini tidak bisa dilihat, bukan? Apakah Anda hanya melihat jam tangan mahal, tas bermerek untuk diberikan kepada istri Anda dan menyimpannya?",Belanda,infipop,pejabat sering belajar di luar negeri apa yang mereka lihat hal semacam ini tidak bisa dilihat bukan apakah anda hanya melihat jam tangan mahal tas bermerek untuk diberikan kepada istri anda dan menyimpannya,pejabat sering belajar di luar negeri apa yang mereka lihat hal semacam ini tidak bisa dilihat bukan apakah anda hanya melihat jam tangan mahal tas bermerek untuk diberikan kepada istri anda dan menyimpannya,"['pejabat', 'sering', 'belajar', 'luar', 'negeri', 'apa', 'lihat', 'semacam', 'dilihat', 'bukan', 'melihat', 'jam', 'tangan', 'mahal', 'tas', 'bermerek', 'diberikan', 'istri', 'menyimpannya']","['jabat', 'sering', 'ajar', 'luar', 'negeri', 'apa', 'lihat', 'macam', 'lihat', 'bukan', 'lihat', 'jam', 'tangan', 'mahal', 'tas', 'merek', 'beri', 'istri', 'simpan']",jabat sering ajar luar negeri apa lihat macam lihat bukan lihat jam tangan mahal tas merek beri istri simpan,-1,negatif,FALSE,negatif
2025-10-29T07:07:01.000Z,gambaran indonesia 120tahun kedepan😍😍,gambaran indonesia 120tahun kedepan😍😍,Belanda,infipop,gambaran indonesia tahun kedepan,gambaran indonesia tahun kedepan,"['gambaran', 'indonesia', 'tahun', 'kedepan']","['gambar', 'indonesia', 'tahun', 'depan']",gambar indonesia tahun depan,2,positif,TRUE,positif
2025-10-29T06:58:38.000Z,indonesia bisa lbh hebat klo ga dikorup,indonesia bisa lbh hebat klo ga dikorup,Belanda,infipop,indonesia bisa lbh hebat klo ga dikorup,indonesia bisa lebih hebat kalo enggak dikorup,"['indonesia', 'lebih', 'hebat', 'kalo', 'enggak', 'dikorup']","['indonesia', 'lebih', 'hebat', 'kalo', 'enggak', 'korup']",indonesia lebih hebat kalo enggak korup,-4,negatif,FALSE,negatif
2025-10-29T06:55:59.000Z,wuiiiih keren ini,wuiiiih keren ini,Belanda,infipop,wuiiiih keren ini,wuiiiih keren ini,"['wuiiiih', 'keren']","['wuiiiih', 'keren']",wuiiiih keren,0,netral,FALSE,netral
2025-10-29T06:33:41.000Z,Tah. Recolusioner. Disini boro2 ada tempat sampah sementara.,Tah. Recolusioner. Disini boro2 ada tempat sampah sementara.,Belanda,infipop,tah recolusioner disini boro ada tempat sampah sementara,teh recolusioner disini boro ada tempat sampah sementara,"['teh', 'recolusioner', 'disini', 'boro', 'tempat', 'sampah']","['teh', 'recolusioner', 'sini', 'boro', 'tempat', 'sampah']",teh recolusioner sini boro tempat sampah,-8,negatif,FALSE,negatif
2025-10-29T05:20:37.000Z,indo bikin beginian aja malesnya minta ampun,indo bikin beginian aja malesnya minta ampun,Belanda,infipop,indo bikin beginian aja malesnya minta ampun,indonesia bikin beginian saja malesnya meminta ampun,"['indonesia', 'bikin', 'beginian', 'malesnya', 'meminta', 'ampun']","['indonesia', 'bikin', 'begini', 'malesnya', 'minta', 'ampun']",indonesia bikin begini malesnya minta ampun,2,positif,FALSE,positif
